Time;x;y;z;acc;W+-40;W+-20;W+-10;W+-5;temp;lumen
38913;0,03;0,29;0,01;0,08;3,064810127;3,208461538;2,864210526;3,38;23,17;3
38967;-0,53;1,06;-0,3;1,48;2,983461538;2,741794872;2,94;1,96;23,17;3
39022;-3,31;0,87;0,22;11,75;2,878441558;2,638205128;2,945263158;1,651818182;23,17;3
39076;-1,38;0,22;0,05;1,96;2,905131579;2,793076923;2,940526316;2,632727273;23,17;2
39131;-0,52;-0,07;0,08;0,28;2,9424;2,814102564;2,245263158;2,801818182;23,17;2
39186;-0,28;-0,19;-0,07;0,12;2,981621622;2,818461538;2,436842105;2,953636364;23,17;2
39240;-0,22;-0,2;0;0,09;3,022328767;2,825641026;2,466842105;3,082727273;23,17;2
39294;-0,54;-0,41;0,17;0,48;3,06125;2,925897436;2,485789474;2,963636364;23,17;3
39349;-2,82;-1,77;-1,07;12,26;2,843380282;2,628974359;2,511052632;1,913636364;23,17;2
39404;-1,46;-0,2;-0,33;2,28;2,814142857;2,646666667;2,528947368;1,962727273;23,17;2
39458;-1,23;0,03;0,45;1,71;2,853333333;2,654871795;2,503157895;2,62;23,17;2
39514;-1,06;0,35;0,5;1,5;2,895294118;2,663333333;2,260526316;2,794545455;23,17;2
39568;-0,25;0,33;0,01;0,17;2,938507463;2,684615385;2,292631579;2,857272727;23,17;1
39622;0;0,44;-0,03;0,2;2,983030303;2,701282051;2,613684211;2,860909091;23,17;2
39676;-0,57;1,17;-0,9;2,5;3,014615385;2,47025641;2,653157895;1,784545455;23,05;2
39732;-2,59;0,89;0,05;7,51;2,7946875;2,423333333;2,657368421;1,667272727;23,05;2
39786;-1,41;0,19;0,14;2,04;2,829365079;2,479487179;2,647368421;2,160909091;23,17;2
39840;-0,85;-0,06;0,24;0,78;2,873548387;2,497179487;2,222105263;2,258181818;23,17;2
39896;-0,64;-0,3;0,14;0,52;2,920327869;2,501794872;2,526842105;2,822727273;23,17;2
39950;-0,46;-0,42;0,15;0,42;2,968666667;2,510769231;2,556315789;2,883636364;23,05;1
40004;-0,52;-0,63;-0,57;0,99;3,017627119;2,576153846;2,506315789;2,671818182;23,17;1
40059;-2,13;-1,15;-1,14;7,14;2,632758621;2,334736842;2,517894737;2,015454545;23,17;2
40114;-1,56;-0,35;0;2,57;2,562982456;2,344864865;2,554736842;2,21;23,17;1
40168;-2,36;0,39;0,82;6,38;2,602678571;2,402222222;2,472631579;2,872727273;23,17;2
40223;-0,78;0,29;0,43;0,87;2,649090909;2,467428571;2,43;3,031818182;23,17;1
40278;-0,06;0,37;0,15;0,17;2,698148148;2,537352941;2,43;3,043636364;23,17;2
40332;0,14;0,5;-0,16;0,29;2,748867925;2,59969697;2,581578947;2,989090909;23,17;3
40387;-0,79;1,76;-0,69;4,18;2,796538462;2,2978125;2,612631579;2,421818182;23,17;1
40441;-2,76;0,68;-0,12;8,07;2,466078431;2,298387097;2,602105263;2,273636364;23,17;2
40496;-1,47;0,31;0,12;2,27;2,4838;2,318;2,572631579;2,302727273;23,17;2
40551;-0,7;0;0,24;0,55;2,529795918;2,346206897;2,408947368;2,409090909;23,17;2
40605;-0,54;-0,26;0,17;0,39;2,58125;2,423928571;2,4;2,726363636;23,17;2
40659;-0,65;-0,55;0,43;0,9;2,634680851;2,506296296;2,165882353;2,800909091;23,17;2
40714;-0,68;-0,53;-0,44;0,94;2,685652174;2,506538462;2,246875;2,440909091;23,17;2
40769;-1,99;-1,12;-1,22;6,7;2,396222222;2,3064;2,385333333;1,746363636;23,17;2
40823;-1,38;-0,29;-0,21;2,04;2,362727273;2,3175;2,535;1,906363636;23,17;3
40878;-1,84;-0,01;0,53;3,66;2,383488372;2,384347826;2,408461538;2,042;23,17;2
40933;-0,86;0,35;0,51;1,11;2,430238095;2,469090909;1,936666667;2,225555556;23,17;2
40987;-0,15;0,38;0,23;0,22;2,488536585;2,566666667;1,906363636;2,39125;23,17;2
41041;-0,05;0,65;0,1;0,43;2,54875;2,6455;2,042;2,598571429;23,17;1
41097;-1,12;1,57;-0,57;4,03;2,576153846;2,408947368;2,225555556;1,915;23,17;1
